"Contact ID","campaign_id","parent_campaign_id","Campaign LaunchTime","Email Opened Time","country","state","Email Opened"
59915,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:04:00",NULL,NULL,"1"
151963,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:15:00","United Kingdom","England","1"
108960,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00",NULL,NULL,"1"
71829,8351,8350,"2020-03-24 11:00:00","2020-04-01 07:43:00",NULL,NULL,"1"
149357,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:01:00","United States","Iowa","1"
151639,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:05:00",NULL,NULL,"1"
72005,9556,8955,"2020-06-17 07:00:00","2020-06-17 08:13:00",NULL,NULL,"1"
72083,8351,8350,"2020-03-24 11:00:00","2020-04-14 09:52:00",NULL,NULL,"1"
60235,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
109208,9556,8955,"2020-06-17 07:00:00","2020-07-01 16:08:00",NULL,NULL,"1"
108891,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00","United States","Texas","1"
150224,9556,8955,"2020-06-17 07:00:00","2020-06-26 05:18:00",NULL,NULL,"1"
71965,8351,8350,"2020-03-24 11:00:00","2020-04-07 10:53:00",NULL,NULL,"1"
150152,9556,8955,"2020-06-17 07:00:00","2020-07-01 06:05:00",NULL,NULL,"1"
72158,8351,8350,"2020-03-24 11:00:00","2020-04-21 14:50:00",NULL,NULL,"1"
72334,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:02:00",NULL,NULL,"1"
150285,9556,8955,"2020-06-17 07:00:00","2020-07-01 06:25:00",NULL,NULL,"1"
60087,8351,8350,"2020-03-24 11:00:00","2020-04-23 15:14:00",NULL,NULL,"1"
60105,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00",NULL,NULL,"1"
71742,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:16:00",NULL,NULL,"1"
109024,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00",NULL,NULL,"1"
108997,9073,8958,"2020-06-03 07:00:00","2020-06-03 13:15:00",NULL,NULL,"1"
150872,9556,8955,"2020-06-17 07:00:00","2020-06-26 06:52:00",NULL,NULL,"1"
72083,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:12:00",NULL,NULL,"1"
108784,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00","United States","Texas","1"
108934,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
109014,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
72197,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:01:00",NULL,NULL,"1"
71909,8351,8350,"2020-03-24 11:00:00","2020-04-14 09:08:00",NULL,NULL,"1"
151369,9556,8955,"2020-06-17 07:00:00","2020-06-25 00:20:00",NULL,NULL,"1"
72766,8351,8350,"2020-03-24 11:00:00","2020-04-07 13:15:00",NULL,NULL,"1"
150739,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:14:00",NULL,NULL,"1"
60269,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:14:00",NULL,NULL,"1"
112704,9074,8957,"2020-05-27 07:00:00","2020-05-27 09:10:00",NULL,NULL,"1"
151361,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00","United States","Oregon","1"
55838,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:02:00",NULL,NULL,"1"
59907,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:24:00",NULL,NULL,"1"
110478,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:18:00",NULL,NULL,"1"
151174,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:24:00","Japan","Tokyo","1"
72527,8351,8350,"2020-03-24 11:00:00","2020-04-07 14:22:00",NULL,NULL,"1"
151792,9556,8955,"2020-06-17 07:00:00","2020-06-24 06:08:00",NULL,NULL,"1"
108998,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
110687,9556,8955,"2020-06-17 07:00:00","2020-07-01 19:40:00",NULL,NULL,"1"
151635,9556,8955,"2020-06-17 07:00:00","2020-07-01 09:58:00",NULL,NULL,"1"
72108,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:10:00",NULL,NULL,"1"
108734,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00",NULL,NULL,"1"
71909,8351,8350,"2020-03-24 11:00:00","2020-04-21 14:06:00",NULL,NULL,"1"
72148,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:54:00",NULL,NULL,"1"
109022,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
59964,8351,8350,"2020-03-24 11:00:00","2020-04-21 15:37:00",NULL,NULL,"1"
59978,9556,8955,"2020-06-17 07:00:00","2020-06-24 10:02:00",NULL,NULL,"1"
112200,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:01:00",NULL,NULL,"1"
72520,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:54:00",NULL,NULL,"1"
60247,8351,8350,"2020-03-24 11:00:00","2020-04-23 16:24:00",NULL,NULL,"1"
150329,9556,8955,"2020-06-17 07:00:00","2020-07-01 07:25:00",NULL,NULL,"1"
60147,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:03:00",NULL,NULL,"1"
109390,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
72405,8351,8350,"2020-03-24 11:00:00","2020-04-08 10:20:00",NULL,NULL,"1"
151321,9556,8955,"2020-06-17 07:00:00","2020-06-26 08:18:00",NULL,NULL,"1"
150079,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:14:00",NULL,NULL,"1"
59915,8351,8350,"2020-03-24 11:00:00","2020-04-21 15:02:00",NULL,NULL,"1"
60164,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:36:00",NULL,NULL,"1"
72173,9556,8955,"2020-06-17 07:00:00","2020-06-21 16:23:00",NULL,NULL,"1"
59907,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:01:00",NULL,NULL,"1"
72496,8351,8350,"2020-03-24 11:00:00","2020-04-23 15:39:00",NULL,NULL,"1"
59953,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:40:00",NULL,NULL,"1"
72016,8351,8350,"2020-03-24 11:00:00","2020-03-24 10:30:00",NULL,NULL,"1"
89407,9556,8955,"2020-06-17 07:00:00","2020-07-09 10:24:00",NULL,NULL,"1"
110496,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:03:00",NULL,NULL,"1"
110555,9556,8955,"2020-06-17 07:00:00","2020-06-24 15:12:00",NULL,NULL,"1"
152100,9556,8955,"2020-06-17 07:00:00","2020-06-24 06:57:00",NULL,NULL,"1"
71874,9073,8958,"2020-06-03 07:00:00","2020-06-03 10:31:00",NULL,NULL,"1"
112667,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:02:00",NULL,NULL,"1"
115214,9556,8955,"2020-06-17 07:00:00","2020-07-02 03:39:00",NULL,NULL,"1"
108839,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
110275,9074,8957,"2020-05-27 07:00:00","2020-06-10 07:19:00",NULL,NULL,"1"
60105,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:07:00",NULL,NULL,"1"
108760,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00","United States","Texas","1"
60105,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:20:00",NULL,NULL,"1"
111261,9556,8955,"2020-06-17 07:00:00","2020-06-24 16:36:00",NULL,NULL,"1"
109334,9556,8955,"2020-06-17 07:00:00","2020-06-24 10:57:00",NULL,NULL,"1"
60120,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:49:00",NULL,NULL,"1"
109458,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
72446,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:33:00",NULL,NULL,"1"
109116,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
72239,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:37:00",NULL,NULL,"1"
110551,9556,8955,"2020-06-17 07:00:00","2020-06-24 15:50:00",NULL,NULL,"1"
85749,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:07:00",NULL,NULL,"1"
109458,9072,8956,"2020-05-21 07:00:00","2020-05-21 07:44:00",NULL,NULL,"1"
64306,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:13:00","United Kingdom","England","1"
72073,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:04:00",NULL,NULL,"1"
150575,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:39:00","Australia","New South Wales","1"
72408,8351,8350,"2020-03-24 11:00:00","2020-03-24 13:23:00",NULL,NULL,"1"
151986,9556,8955,"2020-06-17 07:00:00","2020-06-24 06:35:00",NULL,NULL,"1"
72114,8351,8350,"2020-03-24 11:00:00","2020-03-31 07:58:00",NULL,NULL,"1"
60182,8351,8350,"2020-03-24 11:00:00","2020-04-14 10:29:00",NULL,NULL,"1"
59965,8351,8350,"2020-03-24 11:00:00","2020-03-31 08:07:00",NULL,NULL,"1"
71859,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00","United States","Virginia","1"
108898,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
110422,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:10:00",NULL,NULL,"1"
72976,8351,8350,"2020-03-24 11:00:00","2020-03-24 10:28:00",NULL,NULL,"1"
72073,9556,8955,"2020-06-17 07:00:00","2020-06-24 07:47:00",NULL,NULL,"1"
108916,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
60225,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:04:00",NULL,NULL,"1"
71859,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:02:00",NULL,NULL,"1"
151959,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:23:00","Japan","Tokyo","1"
115214,9556,8955,"2020-06-17 07:00:00","2020-07-02 03:40:00",NULL,NULL,"1"
149383,9556,8955,"2020-06-17 07:00:00","2020-06-26 03:22:00",NULL,NULL,"1"
109334,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
110908,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
111103,9556,8955,"2020-06-17 07:00:00","2020-06-24 15:12:00",NULL,NULL,"1"
72540,8351,8350,"2020-03-24 11:00:00","2020-04-07 13:09:00",NULL,NULL,"1"
151995,9556,8955,"2020-06-17 07:00:00","2020-07-01 10:54:00",NULL,NULL,"1"
71761,9556,8955,"2020-06-17 07:00:00","2020-06-24 09:41:00",NULL,NULL,"1"
59924,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00","United States","Virginia","1"
109118,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
151404,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:01:00","United States","Oregon","1"
59934,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:09:00",NULL,NULL,"1"
150331,9556,8955,"2020-06-17 07:00:00","2020-06-26 05:32:00",NULL,NULL,"1"
150079,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:25:00","Japan","Tokyo","1"
150252,9556,8955,"2020-06-17 07:00:00","2020-06-26 09:17:00",NULL,NULL,"1"
150335,9556,8955,"2020-06-17 07:00:00","2020-06-26 05:33:00",NULL,NULL,"1"
71988,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
77951,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:03:00","United States","Oregon","1"
109024,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00","United States","Washington","1"
72164,8351,8350,"2020-03-24 11:00:00","2020-04-14 09:24:00",NULL,NULL,"1"
109079,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
149322,9556,8955,"2020-06-17 07:00:00","2020-06-26 04:03:00",NULL,NULL,"1"
72561,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:03:00","United States","Oregon","1"
111483,9072,8956,"2020-05-21 07:00:00","2020-05-21 09:48:00",NULL,NULL,"1"
59924,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:02:00",NULL,NULL,"1"
151094,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:01:00","United States","Oregon","1"
71980,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:01:00","United Kingdom","England","1"
149346,9556,8955,"2020-06-17 07:00:00","2020-07-02 04:04:00",NULL,NULL,"1"
150079,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:15:00","United Kingdom","England","1"
150077,9556,8955,"2020-06-17 07:00:00","2020-06-26 04:57:00",NULL,NULL,"1"
150184,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:01:00",NULL,NULL,"1"
105017,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00","United States","Oregon","1"
109101,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
110042,9556,8955,"2020-06-17 07:00:00","2020-06-24 14:08:00",NULL,NULL,"1"
71899,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:15:00",NULL,NULL,"1"
72054,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:02:00","United States","Oregon","1"
60062,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00","United States","Virginia","1"
60120,9556,8955,"2020-06-17 07:00:00","2020-07-01 15:48:00",NULL,NULL,"1"
150490,9556,8955,"2020-06-17 07:00:00","2020-06-17 07:33:00",NULL,NULL,"1"
60062,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00","United States","Virginia","1"
151540,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:21:00","Japan","Tokyo","1"
71965,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:03:00",NULL,NULL,"1"
108854,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
72253,8351,8350,"2020-03-24 11:00:00","2020-04-14 09:54:00",NULL,NULL,"1"
72103,8351,8350,"2020-03-24 11:00:00","2020-04-14 09:38:00",NULL,NULL,"1"
151417,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:08:00",NULL,NULL,"1"
109336,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
150619,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:55:00","Brazil","Rio de Janeiro","1"
151960,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:24:00","Japan","Tokyo","1"
60260,8351,8350,"2020-03-24 11:00:00","2020-04-14 12:37:00",NULL,NULL,"1"
60028,9556,8955,"2020-06-17 07:00:00","2020-06-17 10:11:00",NULL,NULL,"1"
72584,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:01:00",NULL,NULL,"1"
71880,9072,8956,"2020-05-21 07:00:00","2020-05-21 07:29:00",NULL,NULL,"1"
60147,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:31:00",NULL,NULL,"1"
72222,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:35:00",NULL,NULL,"1"
109488,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:01:00",NULL,NULL,"1"
151017,9556,8955,"2020-06-17 07:00:00","2020-06-26 07:10:00",NULL,NULL,"1"
72321,9074,8957,"2020-05-27 07:00:00","2020-05-27 17:22:00",NULL,NULL,"1"
60164,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:35:00",NULL,NULL,"1"
109444,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:02:00",NULL,NULL,"1"
72233,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:35:00",NULL,NULL,"1"
151965,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00",NULL,NULL,"1"
109125,9556,8955,"2020-06-17 07:00:00","2020-07-01 15:03:00",NULL,NULL,"1"
150937,9556,8955,"2020-06-17 07:00:00","2020-07-01 08:11:00",NULL,NULL,"1"
72976,8351,8350,"2020-03-24 11:00:00","2020-03-24 10:59:00",NULL,NULL,"1"
108859,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
109550,9556,8955,"2020-06-17 07:00:00","2020-06-17 07:47:00",NULL,NULL,"1"
150739,9556,8955,"2020-06-17 07:00:00","2020-07-01 07:38:00",NULL,NULL,"1"
150771,9556,8955,"2020-06-17 07:00:00","2020-07-01 07:43:00",NULL,NULL,"1"
60067,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
72164,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:19:00",NULL,NULL,"1"
72495,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:51:00",NULL,NULL,"1"
151238,9556,8955,"2020-06-17 07:00:00","2020-07-01 08:57:00",NULL,NULL,"1"
60105,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:55:00",NULL,NULL,"1"
72510,8351,8350,"2020-03-24 11:00:00","2020-04-14 10:50:00",NULL,NULL,"1"
86457,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:03:00",NULL,NULL,"1"
151538,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:14:00",NULL,NULL,"1"
151005,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:06:00",NULL,NULL,"1"
71832,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:03:00",NULL,NULL,"1"
152096,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:12:00",NULL,NULL,"1"
112226,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:01:00",NULL,NULL,"1"
72504,8351,8350,"2020-03-24 11:00:00","2020-03-24 14:23:00",NULL,NULL,"1"
71779,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:03:00",NULL,NULL,"1"
60269,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:10:00",NULL,NULL,"1"
72282,9072,8956,"2020-05-21 07:00:00","2020-05-21 10:20:00",NULL,NULL,"1"
109955,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:04:00",NULL,NULL,"1"
111062,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
151071,9556,8955,"2020-06-17 07:00:00","2020-07-01 09:53:00",NULL,NULL,"1"
150624,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:39:00","Australia","New South Wales","1"
60120,9074,8957,"2020-05-27 07:00:00","2020-05-27 07:31:00",NULL,NULL,"1"
150005,9556,8955,"2020-06-17 07:00:00","2020-07-02 06:45:00",NULL,NULL,"1"
150103,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:01:00","United States","Virginia","1"
72365,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:12:00",NULL,NULL,"1"
108966,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
150224,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:01:00",NULL,NULL,"1"
150224,9556,8955,"2020-06-17 07:00:00","2020-06-26 05:19:00",NULL,NULL,"1"
110166,9556,8955,"2020-06-17 07:00:00","2020-06-24 12:51:00",NULL,NULL,"1"
91102,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:12:00","United Kingdom","England","1"
108828,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00",NULL,NULL,"1"
59964,8351,8350,"2020-03-24 11:00:00","2020-04-14 09:35:00",NULL,NULL,"1"
110734,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
72016,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:34:00",NULL,NULL,"1"
72463,8351,8350,"2020-03-24 11:00:00","2020-04-07 13:53:00",NULL,NULL,"1"
60161,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:35:00",NULL,NULL,"1"
108951,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
149804,9556,8955,"2020-06-17 07:00:00","2020-07-02 05:41:00",NULL,NULL,"1"
109392,9556,8955,"2020-06-17 07:00:00","2020-07-01 17:30:00",NULL,NULL,"1"
60262,9074,8957,"2020-05-27 07:00:00","2020-05-27 16:05:00",NULL,NULL,"1"
109024,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00","United States","Wyoming","1"
108997,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:12:00",NULL,NULL,"1"
59964,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:01:00",NULL,NULL,"1"
72313,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:57:00",NULL,NULL,"1"
72083,8351,8350,"2020-03-24 11:00:00","2020-03-31 07:45:00",NULL,NULL,"1"
72351,8351,8350,"2020-03-24 11:00:00","2020-04-07 12:08:00",NULL,NULL,"1"
110367,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:03:00",NULL,NULL,"1"
60096,9556,8955,"2020-06-17 07:00:00","2020-07-01 15:56:00",NULL,NULL,"1"
110166,9556,8955,"2020-06-17 07:00:00","2020-06-24 13:03:00",NULL,NULL,"1"
71934,8351,8350,"2020-03-24 11:00:00","2020-03-31 07:20:00",NULL,NULL,"1"
150620,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:12:00","United Kingdom","England","1"
151361,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:03:00","United States","Oregon","1"
72008,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:07:00",NULL,NULL,"1"
112704,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
110422,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:19:00",NULL,NULL,"1"
152040,9556,8955,"2020-06-17 07:00:00","2020-07-01 11:03:00",NULL,NULL,"1"
109025,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00","United States","Iowa","1"
150233,9556,8955,"2020-06-17 07:00:00","2020-08-31 06:37:00",NULL,NULL,"1"
71965,8351,8350,"2020-03-24 11:00:00","2020-04-21 14:10:00",NULL,NULL,"1"
109177,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:01:00",NULL,NULL,"1"
151613,9556,8955,"2020-06-17 07:00:00","2020-07-01 12:26:00",NULL,NULL,"1"
108960,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00","United States","Wyoming","1"
111809,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:01:00",NULL,NULL,"1"
150098,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:01:00",NULL,NULL,"1"
59924,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:03:00","United States","Virginia","1"
87658,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:49:00",NULL,NULL,"1"
151963,9556,8955,"2020-06-17 07:00:00","2020-06-17 09:19:00","United States","Oregon","1"
72032,8351,8350,"2020-03-24 11:00:00","2020-04-14 09:23:00",NULL,NULL,"1"
151343,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00","United States","Texas","1"
59977,9074,8957,"2020-05-27 07:00:00","2020-05-27 07:16:00",NULL,NULL,"1"
151905,9556,8955,"2020-06-17 07:00:00","2020-06-25 05:30:00",NULL,NULL,"1"
60240,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00",NULL,NULL,"1"
150619,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:12:00","United Kingdom","England","1"
72593,8351,8350,"2020-03-24 11:00:00","2020-04-07 13:10:00",NULL,NULL,"1"
60240,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00",NULL,NULL,"1"
77951,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00","United States","Oregon","1"
149397,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:04:00",NULL,NULL,"1"
151357,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:23:00","Japan","Tokyo","1"
151538,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:23:00",NULL,NULL,"1"
151877,9556,8955,"2020-06-17 07:00:00","2020-07-01 11:13:00",NULL,NULL,"1"
108951,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00","United States","Washington","1"
110590,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:12:00",NULL,NULL,"1"
149666,9556,8955,"2020-06-17 07:00:00","2020-07-02 04:52:00",NULL,NULL,"1"
149629,9556,8955,"2020-06-17 07:00:00","2020-06-26 06:20:00",NULL,NULL,"1"
152040,9556,8955,"2020-06-17 07:00:00","2020-06-24 06:42:00",NULL,NULL,"1"
59936,8351,8350,"2020-03-24 11:00:00","2020-04-21 15:20:00",NULL,NULL,"1"
71745,8351,8350,"2020-03-24 11:00:00","2020-04-07 10:21:00",NULL,NULL,"1"
149712,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:38:00","Australia","New South Wales","1"
152128,9556,8955,"2020-06-17 07:00:00","2020-06-24 06:54:00",NULL,NULL,"1"
60078,8351,8350,"2020-03-24 11:00:00","2020-04-21 08:58:00",NULL,NULL,"1"
60062,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:03:00","United States","Virginia","1"
71832,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:02:00","United States","Oregon","1"
150659,9556,8955,"2020-06-17 07:00:00","2020-07-01 07:34:00",NULL,NULL,"1"
150787,9556,8955,"2020-06-17 07:00:00","2020-07-01 08:49:00",NULL,NULL,"1"
59978,8351,8350,"2020-03-24 11:00:00","2020-04-14 13:55:00",NULL,NULL,"1"
71745,9556,8955,"2020-06-17 07:00:00","2020-07-01 11:34:00",NULL,NULL,"1"
108885,9074,8957,"2020-05-27 07:00:00","2020-05-27 11:06:00",NULL,NULL,"1"
151576,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:21:00","Japan","Tokyo","1"
108921,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:01:00",NULL,NULL,"1"
109642,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:01:00",NULL,NULL,"1"
151227,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00",NULL,NULL,"1"
71840,8351,8350,"2020-03-24 11:00:00","2020-04-07 11:00:00",NULL,NULL,"1"
108929,9074,8957,"2020-05-27 07:00:00","2020-05-27 06:00:00",NULL,NULL,"1"
111455,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:31:00",NULL,NULL,"1"
71743,8351,8350,"2020-03-24 11:00:00","2020-03-24 09:00:00",NULL,NULL,"1"
108897,9073,8958,"2020-06-03 07:00:00","2020-06-03 06:00:00",NULL,NULL,"1"
72506,8351,8350,"2020-03-24 11:00:00","2020-04-14 10:20:00",NULL,NULL,"1"
71815,8351,8350,"2020-03-24 11:00:00","2020-04-15 00:11:00",NULL,NULL,"1"
109553,9072,8956,"2020-05-21 07:00:00","2020-05-21 06:02:00",NULL,NULL,"1"
149405,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00",NULL,NULL,"1"
71745,9072,8956,"2020-05-21 07:00:00","2020-05-21 09:22:00",NULL,NULL,"1"
110801,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:02:00",NULL,NULL,"1"
151394,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:11:00","United Kingdom","England","1"
149383,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:11:00","United Kingdom","England","1"
151961,9556,8955,"2020-06-17 07:00:00","2020-06-17 06:13:00","United Kingdom","England","1"
110134,9556,8955,"2020-06-17 07:00:00","2020-06-24 12:42:00",NULL,NULL,"1"
